ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2024;5;AAL;SBGL;KJFK;SBGL;J;J;2610;1
2024;5;AAL;SBGL;KJFK;SBGL;J;J;2740;1
2024;5;AAL;SBGL;KJFK;SBGL;J;J;3220;1
2024;5;AAL;SBGL;KJFK;SBGL;J;J;3890;1
2024;5;AAL;SBGL;KJFK;SBGL;Y;Y;1200;1
2024;5;AAL;SBGL;KJFK;SBGL;Y;Y;1290;5
2024;5;AAL;SBGL;KJFK;SBGL;Y;Y;1320;3
2024;5;AAL;SBGL;KJFK;SBGL;Y;Y;1340;3
2024;5;AAL;SBGL;KJFK;SBGL;Y;Y;1420;1
2024;5;AAL;SBGL;KMIA;9999;J;NA;1950;3
2024;5;AAL;SBGL;KMIA;9999;J;NA;2200;1
2024;5;AAL;SBGL;KMIA;9999;J;NA;2450;2
2024;5;AAL;SBGL;KMIA;9999;J;NA;4200;1
2024;5;AAL;SBGL;KMIA;9999;J;NA;4450;1
2024;5;AAL;SBGL;KMIA;9999;Y;NA;875;1
2024;5;AAL;SBGL;KMIA;9999;Y;NA;1071;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;2158;2
2024;5;AAL;SBGL;KMIA;SBGL;J;J;2600;2
2024;5;AAL;SBGL;KMIA;SBGL;J;J;2855;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;3200;3
2024;5;AAL;SBGL;KMIA;SBGL;J;J;3400;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;3494;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;3550;3
2024;5;AAL;SBGL;KMIA;SBGL;J;J;3600;2
2024;5;AAL;SBGL;KMIA;SBGL;J;J;3860;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;3950;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;4200;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;4700;2
2024;5;AAL;SBGL;KMIA;SBGL;J;J;5050;2
2024;5;AAL;SBGL;KMIA;SBGL;J;J;5500;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;5800;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;5950;4
2024;5;AAL;SBGL;KMIA;SBGL;J;J;6200;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;6450;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;6900;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;7200;1
2024;5;AAL;SBGL;KMIA;SBGL;J;J;9400;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;878;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1150;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1290;6
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1320;4
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1330;3
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1340;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1370;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1380;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1390;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1400;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1470;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1490;3
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1505;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1615;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1630;3
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1640;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1670;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1680;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1702;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1720;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1730;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1740;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1820;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1830;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1870;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1950;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;1970;6
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;2002;4
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;2130;1
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;2374;2
2024;5;AAL;SBGL;KMIA;SBGL;Y;Y;2494;2
2024;5;AAL;SBGL;KMIA;SBGR;J;J;8170;1
2024;5;AAL;SBGR;KDFW;9999;J;NA;2015;1
2024;5;AAL;SBGR;KDFW;9999;J;NA;2920;2
2024;5;AAL;SBGR;KDFW;9999;Y;NA;450;2
2024;5;AAL;SBGR;KDFW;9999;Y;NA;520;1
2024;5;AAL;SBGR;KDFW;9999;Y;NA;550;1
2024;5;AAL;SBGR;KDFW;9999;Y;NA;660;1
2024;5;AAL;SBGR;KDFW;9999;Y;NA;670;3
2024;5;AAL;SBGR;KDFW;9999;Y;NA;675;1
2024;5;AAL;SBGR;KDFW;9999;Y;NA;830;1
2024;5;AAL;SBGR;KDFW;9999;Y;NA;1060;2
2024;5;AAL;SBGR;KDFW;SBGR;J;J;3990;1
2024;5;AAL;SBGR;KDFW;SBGR;J;J;4015;1
2024;5;AAL;SBGR;KDFW;SBGR;J;J;4840;1
2024;5;AAL;SBGR;KDFW;SBGR;J;J;5140;3
2024;5;AAL;SBGR;KDFW;SBGR;J;J;5940;1
2024;5;AAL;SBGR;KDFW;SBGR;J;J;7340;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;800;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;880;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;940;3
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;950;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1080;4
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1110;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1130;3
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1140;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1160;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1170;3
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1180;6
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1200;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1240;5
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1280;7
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1300;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1320;11
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1340;7
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1345;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1362;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1380;4
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1390;3
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1420;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1430;5
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1440;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1460;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1480;6
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1520;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1540;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1580;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1600;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1620;4
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1640;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1680;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1740;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1742;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1780;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1840;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1850;2
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1855;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1870;1
2024;5;AAL;SBGR;KDFW;SBGR;Y;Y;1895;1
2024;5;AAL;SBGR;KJFK;9999;J;NA;1190;1
2024;5;AAL;SBGR;KJFK;9999;J;NA;1380;1
2024;5;AAL;SBGR;KJFK;9999;J;NA;2440;1
2024;5;AAL;SBGR;KJFK;9999;J;NA;2520;2
2024;5;AAL;SBGR;KJFK;9999;J;NA;2820;4
2024;5;AAL;SBGR;KJFK;9999;J;NA;3020;1
2024;5;AAL;SBGR;KJFK;9999;J;NA;3170;3
2024;5;AAL;SBGR;KJFK;9999;J;NA;3320;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;448;2
2024;5;AAL;SBGR;KJFK;9999;Y;NA;450;11
2024;5;AAL;SBGR;KJFK;9999;Y;NA;490;2
2024;5;AAL;SBGR;KJFK;9999;Y;NA;513;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;520;3
2024;5;AAL;SBGR;KJFK;9999;Y;NA;560;7
2024;5;AAL;SBGR;KJFK;9999;Y;NA;570;2
2024;5;AAL;SBGR;KJFK;9999;Y;NA;578;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;590;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;630;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;641;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;698;2
2024;5;AAL;SBGR;KJFK;9999;Y;NA;700;3
2024;5;AAL;SBGR;KJFK;9999;Y;NA;703;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;708;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;713;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;752;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;770;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;783;1
2024;5;AAL;SBGR;KJFK;9999;Y;NA;838;1
2024;5;AAL;SBGR;KJFK;SBGR;J;J;1731;1
