nr_ano_referencia;nr_mes_referencia;sg_empresa_icao;sg_icao_origem;sg_icao_destino;sg_icao_retorno;cd_classe_ida;cd_classe_volta;nr_tarifa;nr_assentos
2025;1;AAL;SBGL;KJFK;SBGL;J;J;3650.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;3750.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;3800.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;4100.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;4200.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;4950.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;5850.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;5950.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;6000.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;6650.0;3
2025;1;AAL;SBGL;KJFK;SBGL;J;J;7250.0;2
2025;1;AAL;SBGL;KJFK;SBGL;J;J;7400.0;1
2025;1;AAL;SBGL;KJFK;SBGL;J;J;8200.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;450.0;4
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;500.0;3
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;525.0;7
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;533.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;540.0;7
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;547.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;590.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;640.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;650.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;677.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;680.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;690.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;710.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;720.0;7
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;728.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;740.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;760.0;3
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;780.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;790.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;793.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;800.0;3
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;810.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;820.0;5
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;840.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;847.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;902.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;920.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;965.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1077.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1091.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1100.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1128.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1160.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1200.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1228.0;2
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1253.0;1
2025;1;AAL;SBGL;KJFK;SBGL;Y;Y;1425.0;1
2025;1;AAL;SBGL;KJFK;SBGR;Y;Y;670.0;1
2025;1;AAL;SBGL;KMIA;9999;J;;850.0;1
2025;1;AAL;SBGL;KMIA;9999;J;;1190.0;1
2025;1;AAL;SBGL;KMIA;9999;J;;1230.0;1
2025;1;AAL;SBGL;KMIA;9999;J;;1250.0;2
2025;1;AAL;SBGL;KMIA;9999;J;;1290.0;1
2025;1;AAL;SBGL;KMIA;9999;J;;1390.0;2
2025;1;AAL;SBGL;KMIA;9999;J;;2900.0;2
2025;1;AAL;SBGL;KMIA;9999;J;;3150.0;1
2025;1;AAL;SBGL;KMIA;9999;J;;3900.0;4
2025;1;AAL;SBGL;KMIA;9999;J;;4000.0;1
2025;1;AAL;SBGL;KMIA;9999;J;;4050.0;1
2025;1;AAL;SBGL;KMIA;9999;J;;4400.0;1
2025;1;AAL;SBGL;KMIA;9999;Y;;340.0;2
2025;1;AAL;SBGL;KMIA;9999;Y;;350.0;4
2025;1;AAL;SBGL;KMIA;9999;Y;;360.0;2
2025;1;AAL;SBGL;KMIA;9999;Y;;370.0;6
2025;1;AAL;SBGL;KMIA;9999;Y;;390.0;2
2025;1;AAL;SBGL;KMIA;9999;Y;;420.0;4
2025;1;AAL;SBGL;KMIA;9999;Y;;490.0;7
2025;1;AAL;SBGL;KMIA;9999;Y;;530.0;2
2025;1;AAL;SBGL;KMIA;9999;Y;;647.0;1
2025;1;AAL;SBGL;KMIA;9999;Y;;667.0;1
2025;1;AAL;SBGL;KMIA;9999;Y;;846.0;1
2025;1;AAL;SBGL;KMIA;9999;Y;;934.0;1
2025;1;AAL;SBGL;KMIA;9999;Y;;1622.0;2
2025;1;AAL;SBGL;KMIA;9999;Y;;3099.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1220.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1310.0;4
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1387.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1457.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1463.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1469.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1512.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1529.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1605.0;3
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1614.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1643.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1662.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1669.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1672.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1817.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1903.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1908.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;1958.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2002.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2008.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2040.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2043.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2060.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2097.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2117.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2234.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2236.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2262.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2274.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2396.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2416.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2418.0;4
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2430.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2456.0;6
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2498.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2522.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2584.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2667.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;2832.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;3073.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;3170.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;4100.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;4150.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;4300.0;4
2025;1;AAL;SBGL;KMIA;SBGL;J;J;4450.0;3
2025;1;AAL;SBGL;KMIA;SBGL;J;J;4600.0;6
2025;1;AAL;SBGL;KMIA;SBGL;J;J;4800.0;5
2025;1;AAL;SBGL;KMIA;SBGL;J;J;5150.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;5300.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;5550.0;4
2025;1;AAL;SBGL;KMIA;SBGL;J;J;5690.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;5800.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;6050.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;6300.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;6550.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;6800.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;7050.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;7150.0;2
2025;1;AAL;SBGL;KMIA;SBGL;J;J;8550.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;J;9900.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;Y;1720.0;1
2025;1;AAL;SBGL;KMIA;SBGL;J;Y;1950.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;J;1281.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;J;3665.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;J;4390.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;440.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;513.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;547.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;586.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;590.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;592.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;600.0;4
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;612.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;640.0;5
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;654.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;673.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;683.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;690.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;696.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;700.0;4
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;712.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;720.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;725.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;745.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;780.0;6
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;806.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;810.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;820.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;834.0;7
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;839.0;4
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;851.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;859.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;874.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;880.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;885.0;7
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;896.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;900.0;7
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;911.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;921.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;922.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;936.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;946.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;952.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;958.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;960.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;965.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;983.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1007.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1016.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1036.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1044.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1053.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1054.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1058.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1064.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1074.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1077.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1081.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1084.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1094.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1097.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1106.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1121.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1124.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1134.0;5
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1135.0;2
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1137.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1206.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1276.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1336.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1404.0;3
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1480.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1629.0;1
2025;1;AAL;SBGL;KMIA;SBGL;Y;Y;1751.0;3
2025;1;AAL;SBGL;KMIA;SBGR;J;J;7640.0;1
2025;1;AAL;SBGL;KMIA;SBGR;Y;J;1470.0;1
2025;1;AAL;SBGL;KMIA;SBGR;Y;Y;606.41;1
2025;1;AAL;SBGR;KDFW;9999;J;;960.0;2
2025;1;AAL;SBGR;KDFW;9999;J;;2850.0;1
2025;1;AAL;SBGR;KDFW;9999;J;;4200.0;1
2025;1;AAL;SBGR;KDFW;9999;Y;;330.0;6
2025;1;AAL;SBGR;KDFW;9999;Y;;370.0;1
2025;1;AAL;SBGR;KDFW;9999;Y;;390.0;8
2025;1;AAL;SBGR;KDFW;9999;Y;;400.0;1
2025;1;AAL;SBGR;KDFW;9999;Y;;420.0;1
2025;1;AAL;SBGR;KDFW;9999;Y;;460.0;4
2025;1;AAL;SBGR;KDFW;9999;Y;;790.0;4
2025;1;AAL;SBGR;KDFW;SBGR;J;J;1695.0;3
2025;1;AAL;SBGR;KDFW;SBGR;J;J;1898.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;1970.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;2010.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;2040.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;2100.0;2
2025;1;AAL;SBGR;KDFW;SBGR;J;J;2580.0;2
2025;1;AAL;SBGR;KDFW;SBGR;J;J;3160.0;2
2025;1;AAL;SBGR;KDFW;SBGR;J;J;3200.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;3240.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;3290.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;4470.0;2
2025;1;AAL;SBGR;KDFW;SBGR;J;J;5050.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;5100.0;2
2025;1;AAL;SBGR;KDFW;SBGR;J;J;5850.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;6600.0;2
2025;1;AAL;SBGR;KDFW;SBGR;J;J;7200.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;J;7250.0;1
2025;1;AAL;SBGR;KDFW;SBGR;J;Y;1540.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;J;1440.0;2
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;460.0;3
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;510.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;560.0;2
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;575.0;3
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;600.0;6
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;625.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;660.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;675.0;9
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;700.0;2
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;740.0;7
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;780.0;5
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;800.0;3
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;810.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;840.0;7
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;850.0;4
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;860.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;880.0;4
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;890.0;7
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;900.0;4
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;910.0;3
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;920.0;10
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;940.0;3
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;950.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;960.0;5
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;972.0;2
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;980.0;2
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;990.0;3
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1000.0;5
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1020.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1030.0;5
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1060.0;3
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1066.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1070.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1080.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1126.0;2
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1219.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1226.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1290.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1423.0;2
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1459.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1625.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1717.0;2
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;1796.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;2043.0;1
2025;1;AAL;SBGR;KDFW;SBGR;Y;Y;2273.0;2
2025;1;AAL;SBGR;KJFK;9999;J;;860.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;900.0;3
2025;1;AAL;SBGR;KJFK;9999;J;;950.0;2
2025;1;AAL;SBGR;KJFK;9999;J;;1074.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;1261.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;1390.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;1391.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;1700.0;6
2025;1;AAL;SBGR;KJFK;9999;J;;2550.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;2750.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;2850.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;3000.0;4
2025;1;AAL;SBGR;KJFK;9999;J;;3650.0;1
2025;1;AAL;SBGR;KJFK;9999;J;;4000.0;1
2025;1;AAL;SBGR;KJFK;9999;Y;;330.0;9
2025;1;AAL;SBGR;KJFK;9999;Y;;370.0;3
2025;1;AAL;SBGR;KJFK;9999;Y;;380.0;2
2025;1;AAL;SBGR;KJFK;9999;Y;;400.0;3
2025;1;AAL;SBGR;KJFK;9999;Y;;420.0;12
2025;1;AAL;SBGR;KJFK;9999;Y;;440.0;5
2025;1;AAL;SBGR;KJFK;9999;Y;;450.0;3
2025;1;AAL;SBGR;KJFK;9999;Y;;460.0;4
2025;1;AAL;SBGR;KJFK;9999;Y;;490.0;4
2025;1;AAL;SBGR;KJFK;9999;Y;;530.0;1
2025;1;AAL;SBGR;KJFK;9999;Y;;540.0;2
2025;1;AAL;SBGR;KJFK;9999;Y;;560.0;2
2025;1;AAL;SBGR;KJFK;9999;Y;;831.0;2
2025;1;AAL;SBGR;KJFK;9999;Y;;1226.0;2
2025;1;AAL;SBGR;KJFK;SBGL;J;J;3228.0;1
2025;1;AAL;SBGR;KJFK;SBGL;J;J;6000.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1607.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1660.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1720.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1819.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1840.0;4
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1851.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1858.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1880.0;3
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1888.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1891.0;3
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1898.0;3
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1948.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1951.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1980.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;1988.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2000.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2008.0;3
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2070.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2121.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2179.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2260.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2271.0;4
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2298.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2336.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2338.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2341.0;4
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2371.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2379.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2588.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2598.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2698.0;3
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2738.0;5
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2749.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2776.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2900.0;6
2025;1;AAL;SBGR;KJFK;SBGR;J;J;2946.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;3017.0;1
2025;1;AAL;SBGR;KJFK;SBGR;J;J;3100.0;2
2025;1;AAL;SBGR;KJFK;SBGR;J;J;3400.0;2
