ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2023;12;AAL;SBGL;KJFK;9999;J;NA;1430,00;1
2023;12;AAL;SBGL;KJFK;9999;J;NA;1661,00;3
2023;12;AAL;SBGL;KJFK;9999;J;NA;1870,00;1
2023;12;AAL;SBGL;KJFK;9999;J;NA;2670,00;3
2023;12;AAL;SBGL;KJFK;9999;J;NA;4320,00;1
2023;12;AAL;SBGL;KJFK;9999;Y;NA;407,00;2
2023;12;AAL;SBGL;KJFK;9999;Y;NA;412,00;1
2023;12;AAL;SBGL;KJFK;9999;Y;NA;450,00;3
2023;12;AAL;SBGL;KJFK;9999;Y;NA;455,00;1
2023;12;AAL;SBGL;KJFK;9999;Y;NA;480,00;2
2023;12;AAL;SBGL;KJFK;9999;Y;NA;525,00;1
2023;12;AAL;SBGL;KJFK;9999;Y;NA;532,00;3
2023;12;AAL;SBGL;KJFK;9999;Y;NA;545,00;2
2023;12;AAL;SBGL;KJFK;9999;Y;NA;560,00;2
2023;12;AAL;SBGL;KJFK;9999;Y;NA;570,00;1
2023;12;AAL;SBGL;KJFK;9999;Y;NA;660,00;2
2023;12;AAL;SBGL;KJFK;9999;Y;NA;670,00;3
2023;12;AAL;SBGL;KJFK;9999;Y;NA;675,00;1
2023;12;AAL;SBGL;KJFK;9999;Y;NA;780,00;2
2023;12;AAL;SBGL;KJFK;9999;Y;NA;790,00;1
2023;12;AAL;SBGL;KJFK;9999;Y;NA;970,00;2
2023;12;AAL;SBGL;KJFK;9999;Y;NA;1065,00;3
2023;12;AAL;SBGL;KJFK;9999;Y;NA;1405,00;3
2023;12;AAL;SBGL;KJFK;9999;Y;NA;1480,00;2
2023;12;AAL;SBGL;KJFK;SBGL;J;J;2060,00;2
2023;12;AAL;SBGL;KJFK;SBGL;J;J;2085,00;1
2023;12;AAL;SBGL;KJFK;SBGL;J;J;2310,00;2
2023;12;AAL;SBGL;KJFK;SBGL;J;J;2565,00;1
2023;12;AAL;SBGL;KJFK;SBGL;J;J;3065,00;1
