"";"Ano de Referência";"Mês de Referência";"ICAO Empresa Aérea";"ICAO Aeródromo Origem";"ICAO Aeródromo Destino";"ICAO Aeródromo Retorno";"Tarifa-Nominal";"Assentos"
"58";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1615,";1
"59";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1614,";4
"60";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1610,";2
"61";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1609,";1
"62";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1692,";1
"63";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1602,";1
"64";2023;5;"AAL";"SBGR";"KJFK";"9999";"1188,";1
"65";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1598,";1
"66";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1590,";2
"67";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1595,";1
"68";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1582,";2
"69";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1559,";1
"70";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1551,";2
"71";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1538,";1
"72";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1467,";1
"73";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1536,";2
"74";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1459,";2
"75";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1526,";1
"76";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1451,";2
"77";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1510,";7
"78";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1444,";1
"79";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1439,";2
"80";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1496,";1
"81";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1435,";1
"82";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1491,";4
"83";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1424,";5
"84";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1473,";1
"85";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1421,";1
"86";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1418,";1
"87";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1416,";1
"88";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1413,";2
"89";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1410,";1
"90";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1471,";2
"91";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1355,";4
"92";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1351,";2
"93";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1409,";2
"94";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1351,";1
"95";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1396,";3
"96";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1350,";3
"97";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1385,";16
"98";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1376,";1
"99";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1339,";4
"100";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1370,";1
"101";2023;5;"AAL";"SBGL";"KJFK";"SBGL";"1332,";2
"102";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1365,";1
"103";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1315,";1
"104";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1363,";1
"105";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1362,";1
"106";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1314,";1
"107";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1362,";1
"108";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1360,";1
"109";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1358,";6
"110";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1310,";1
"111";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1357,";3
"112";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1309,";2
"113";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1307,";3
"114";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1302,";1
"115";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1301,";4
"116";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1300,";2
"117";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1306,";2
"118";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1297,";1
"119";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1296,";1
"120";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1295,";1
"121";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1290,";4
"122";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1280,";4
"123";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1289,";4
"124";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1288,";1
"125";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1277,";1
"126";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1286,";2
"127";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1276,";2
"128";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1284,";1
"129";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1276,";1
"130";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1283,";1
"131";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1275,";1
"132";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1275,";1
"133";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1271,";4
"134";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1270,";5
"135";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1260,";7
"136";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1265,";1
"137";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1259,";1
"138";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1263,";1
"139";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1258,";1
"140";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1262,";1
"141";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1255,";1
"142";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1253,";10
"143";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1250,";5
"144";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1245,";1
"145";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1241,";2
"146";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1239,";6
"147";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1231,";3
"148";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1262,";3
"149";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1229,";4
"150";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1225,";1
"151";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1227,";4
"152";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1225,";1
"153";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1226,";1
"154";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1225,";2
"155";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1223,";2
"156";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1223,";13
"157";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"710,";12
"158";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1196,";4
"159";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1195,";3
"160";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1222,";2
"161";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1190,";3
"162";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1220,";1
"163";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1190,";3
"164";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1216,";2
"165";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1188,";2
"166";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"468,";2
"167";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"482,";63
"168";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"492,";2
"169";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"518,";4
"170";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"608,";5
"171";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"520,";36
"172";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"522,";11
"173";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"525,";6
"174";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"540,";2
"175";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"608,";5
"176";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"540,";271
"177";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"620,";14
"178";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"556,";8
"179";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"562,";10
"180";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"622,";66
"181";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"567,";4
"182";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"640,";6
"183";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"570,";3
"184";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"644,";2
"185";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"571,";2
"186";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"645,";6
"187";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"600,";1
"188";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"606,";12
"189";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"650,";17
"190";2023;5;"AAL";"SBGR";"KDFW";"9999";"718,";7
"191";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"652,";8
"192";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"656,";3
"193";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"658,";3
"194";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"660,";1
"195";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"660,";55
"196";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"707,";1
"197";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"662,";26
"198";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"662,";3
"199";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"665,";31
"200";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"668,";13
"201";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"670,";3
"202";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"694,";1
"203";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"695,";1
"204";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"696,";2
"205";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"700,";9
"206";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1215,";5
"207";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1188,";3
"208";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1182,";2
"209";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1215,";5
"210";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1180,";13
"211";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1210,";1
"212";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1180,";1
"213";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1179,";4
"214";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1176,";2
"215";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1175,";3
"216";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"1200,";7
"217";2023;5;"AAL";"SBGR";"KMIA";"9999";"455,";1
"218";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"800,";16
"219";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1148,";1
"220";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"735,";1
"221";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1175,";2
"222";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"746,";65
"223";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"1172,";1
"224";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"820,";10
"225";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"747,";1
"226";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1148,";1
"227";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"737,";1
"228";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1169,";1
"229";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"748,";9
"230";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1147,";1
"231";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"740,";4
"232";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1167,";5
"233";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"758,";2
"234";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"1143,";1
"235";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"744,";1
"236";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1166,";3
"237";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"760,";17
"238";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"745,";4
"239";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"1141,";4
"240";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"762,";2
"241";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"765,";1
"242";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"770,";1
"243";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"781,";1
"244";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"773,";2
"245";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"778,";1
"246";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"780,";4
"247";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"780,";8
"248";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"782,";9
"249";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"785,";44
"250";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"787,";1
"251";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"810,";18
"252";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"790,";13
"253";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"812,";1
"254";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"792,";15
"255";2023;5;"AAL";"SBGR";"KDFW";"9999";"710,";10
"256";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"815,";4
"257";2023;5;"AAL";"SBGR";"KMIA";"9999";"300,";1
"258";2023;5;"AAL";"SBGR";"KDFW";"9999";"619,";6
"259";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"796,";5
"260";2023;5;"AAL";"SBGR";"KDFW";"9999";"549,";2
"261";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"821,";2
"262";2023;5;"AAL";"SBGR";"KMIA";"9999";"480,";4
"263";2023;5;"AAL";"SBGR";"KMIA";"9999";"665,";2
"264";2023;5;"AAL";"SBGL";"KMIA";"9999";"2850,";2
"265";2023;5;"AAL";"SBGR";"KMIA";"9999";"593,";1
"266";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"400,";1
"267";2023;5;"AAL";"SBGL";"KMIA";"9999";"2400,";1
"268";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"400,";372
"269";2023;5;"AAL";"SBGR";"KMIA";"9999";"370,";2
"270";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"416,";20
"271";2023;5;"AAL";"SBGR";"KMIA";"9999";"520,";1
"272";2023;5;"AAL";"SBGL";"KMIA";"9999";"1209,";2
"273";2023;5;"AAL";"SBGR";"KJFK";"9999";"893,";2
"274";2023;5;"AAL";"SBGL";"KMIA";"9999";"442,";2
"275";2023;5;"AAL";"SBGL";"KMIA";"9999";"444,";5
"276";2023;5;"AAL";"SBGR";"KJFK";"9999";"356,";7
"277";2023;5;"AAL";"SBGR";"KDFW";"9999";"1180,";1
"278";2023;5;"AAL";"SBGR";"KJFK";"9999";"1566,";1
"279";2023;5;"AAL";"SBGL";"KJFK";"9999";"1337,";2
"280";2023;5;"AAL";"SBGR";"KJFK";"9999";"2420,";1
"281";2023;5;"AAL";"SBGR";"KMIA";"9999";"530,";4
"282";2023;5;"AAL";"SBGL";"KMIA";"9999";"555,";1
"283";2023;5;"AAL";"SBGL";"KJFK";"9999";"512,";1
"284";2023;5;"AAL";"SBGR";"KJFK";"9999";"476,";3
"285";2023;5;"AAL";"SBGR";"KDFW";"9999";"3650,";1
"286";2023;5;"AAL";"SBGR";"KJFK";"9999";"2570,";1
"287";2023;5;"AAL";"SBGL";"KMIA";"9999";"400,";14
"288";2023;5;"AAL";"SBGR";"KMIA";"9999";"3670,";2
"289";2023;5;"AAL";"SBGR";"KJFK";"9999";"521,";2
"290";2023;5;"AAL";"SBGR";"KMIA";"9999";"2920,";1
"291";2023;5;"AAL";"SBGR";"KDFW";"9999";"1732,";1
"292";2023;5;"AAL";"SBGR";"KDFW";"9999";"640,";1
"293";2023;5;"AAL";"SBGR";"KJFK";"9999";"588,";4
"294";2023;5;"AAL";"SBGR";"KMIA";"9999";"4920,";1
"295";2023;5;"AAL";"SBGR";"KJFK";"9999";"513,";1
"296";2023;5;"AAL";"SBGR";"KDFW";"9999";"648,";1
"297";2023;5;"AAL";"SBGR";"KJFK";"9999";"498,";1
"298";2023;5;"AAL";"SBGR";"KMIA";"9999";"460,";2
"299";2023;5;"AAL";"SBGR";"KJFK";"9999";"563,";1
"300";2023;5;"AAL";"SBGR";"KJFK";"9999";"2720,";7
"301";2023;5;"AAL";"SBGR";"KJFK";"9999";"2270,";3
"302";2023;5;"AAL";"SBGR";"KMIA";"9999";"938,";2
"303";2023;5;"AAL";"SBGR";"KMIA";"9999";"400,";12
"304";2023;5;"AAL";"SBGR";"KJFK";"9999";"1158,";2
"305";2023;5;"AAL";"SBGR";"KMIA";"9999";"2170,";1
"306";2023;5;"AAL";"SBGR";"KJFK";"9999";"1308,";1
"307";2023;5;"AAL";"SBGR";"KJFK";"9999";"373,";5
"308";2023;5;"AAL";"SBGR";"KMIA";"9999";"1420,";2
"309";2023;5;"AAL";"SBGR";"KJFK";"9999";"3170,";1
"310";2023;5;"AAL";"SBGL";"KMIA";"9999";"517,";1
"311";2023;5;"AAL";"SBGL";"KMIA";"9999";"475,";1
"312";2023;5;"AAL";"SBGR";"KMIA";"9999";"2670,";4
"313";2023;5;"AAL";"SBGR";"KJFK";"9999";"431,";2
"314";2023;5;"AAL";"SBGR";"KMIA";"9999";"4420,";3
"315";2023;5;"AAL";"SBGR";"KMIA";"9999";"4170,";1
"316";2023;5;"AAL";"SBGR";"KJFK";"9999";"448,";1
"317";2023;5;"AAL";"SBGR";"KMIA";"9999";"525,";1
"318";2023;5;"AAL";"SBGR";"KMIA";"9999";"418,";5
"319";2023;5;"AAL";"SBGR";"KJFK";"9999";"493,";4
"320";2023;5;"AAL";"SBGR";"KMIA";"9999";"488,";6
"321";2023;5;"AAL";"SBGL";"KMIA";"9999";"1409,";1
"322";2023;5;"AAL";"SBGR";"KMIA";"9999";"1100,";2
"323";2023;5;"AAL";"SBGL";"KMIA";"9999";"2350,";1
"324";2023;5;"AAL";"SBGL";"KMIA";"9999";"3600,";1
"325";2023;5;"AAL";"SBGR";"KJFK";"9999";"443,";13
"326";2023;5;"AAL";"SBGR";"KMIA";"9999";"2420,";1
"327";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"11340,";2
"328";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"17539,";1
"329";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"10590,";1
"330";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"13940,";2
"331";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"11839,";2
"332";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"10340,";2
"333";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"11590,";2
"334";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"10090,";1
"335";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"9590,";1
"336";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"9240,";2
"337";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"9090,";1
"338";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"8590,";3
"339";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"7450,";1
"340";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"8340,";2
"341";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"7440,";1
"342";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"6990,";3
"343";2023;5;"AAL";"SBGR";"KDFW";"SBGR";"8300,";1
"344";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"6790,";3
"345";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"7869,";1
"346";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"6700,";3
"347";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"6640,";2
"348";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"6590,";3
"349";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"6590,";7
"350";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"6450,";1
"351";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"6390,";2
"352";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"7840,";3
"353";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"6340,";2
"354";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"6200,";5
"355";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"6190,";2
"356";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"6090,";2
"357";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"6040,";4
"358";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"6040,";5
"359";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"5890,";6
"360";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"5590,";9
"361";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"5840,";5
"362";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"5590,";11
"363";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"5800,";1
"364";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"5540,";1
"365";2023;5;"AAL";"SBGR";"KMIA";"SBGL";"5520,";1
"366";2023;5;"AAL";"SBGL";"KMIA";"SBGL";"5450,";9
"367";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"5740,";3
"368";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"5440,";4
"369";2023;5;"AAL";"SBGR";"KMIA";"SBGR";"5340,";14
"370";2023;5;"AAL";"SBGR";"KJFK";"SBGR";"5340,";11
