ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2023;8;AAL;SBGL;KJFK;9999;J;NA;2220,00;1
2023;8;AAL;SBGL;KJFK;9999;Y;NA;352,00;7
2023;8;AAL;SBGL;KJFK;9999;Y;NA;507,00;2
2023;8;AAL;SBGL;KJFK;9999;Y;NA;510,00;4
2023;8;AAL;SBGL;KJFK;9999;Y;NA;710,00;1
2023;8;AAL;SBGL;KJFK;9999;Y;NA;955,00;3
2023;8;AAL;SBGL;KJFK;9999;Y;NA;970,00;1
2023;8;AAL;SBGL;KJFK;SBGL;J;J;1845,00;1
2023;8;AAL;SBGL;KJFK;SBGL;J;J;1848,00;1
2023;8;AAL;SBGL;KJFK;SBGL;J;J;2098,00;1
2023;8;AAL;SBGL;KJFK;SBGL;J;J;2394,00;3
2023;8;AAL;SBGL;KJFK;SBGL;J;J;2538,00;1
2023;8;AAL;SBGL;KJFK;SBGL;J;J;2753,00;2
2023;8;AAL;SBGL;KJFK;SBGL;J;J;2982,00;2
2023;8;AAL;SBGL;KJFK;SBGL;J;J;3240,00;20
2023;8;AAL;SBGL;KJFK;SBGL;J;J;4290,00;13
2023;8;AAL;SBGL;KJFK;SBGL;J;J;4590,00;2
2023;8;AAL;SBGL;KJFK;SBGL;J;J;5340,00;12
2023;8;AAL;SBGL;KJFK;SBGL;J;J;5640,00;2
2023;8;AAL;SBGL;KJFK;SBGL;Y;Y;556,00;12
2023;8;AAL;SBGL;KJFK;SBGL;Y;Y;695,00;18
2023;8;AAL;SBGL;KJFK;SBGL;Y;Y;788,00;1
2023;8;AAL;SBGL;KJFK;SBGL;Y;Y;895,00;4
2023;8;AAL;SBGL;KJFK;SBGL;Y;Y;917,00;3
2023;8;AAL;SBGL;KJFK;SBGL;Y;Y;925,00;8
2023;8;AAL;SBGL;KJFK;SBGL;Y;Y;928,00;5
2023;8;AAL;SBGL;KJFK;SBGL;Y;Y;999,00;1
