"";"Ano de Referência";"Mês de Referência";"ICAO Empresa Aérea";"ICAO Aeródromo Origem";"ICAO Aeródromo Destino";"ICAO Aeródromo Retorno";"Tarifa-Nominal";"Assentos"
"12751";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"236,98";1
"12752";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"237,99";3
"12753";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"237,15";2
"12754";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"237,35";1
"12755";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"237,36";1
"12756";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"235,45";4
"12757";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"235,5";2
"12758";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"238,27";1
"12759";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"237,78";2
"12760";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"238,56";2
"12761";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"237,8";1
"12762";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"239,74";2
"12763";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"239,81";1
"12764";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"238,61";2
"12765";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"240,13";1
"12766";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"240,19";1
"12767";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"238,61";1
"12768";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"240,37";1
"12769";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"240,45";2
"12770";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"241,42";1
"12771";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"241,63";2
"12772";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"238,74";1
"12773";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"241,73";2
"12774";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"240,58";2
"12775";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"240,73";2
"12776";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"242,1";2
"12777";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"238,92";1
"12778";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"242,46";2
"12779";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"240,76";2
"12780";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"239,";5
"12781";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"241,02";1
"12782";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"241,04";1
"12783";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"242,56";1
"12784";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"242,82";1
"12785";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"239,17";1
"12786";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"243,06";1
"12787";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"241,18";1
"12788";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"239,44";1
"12789";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"243,22";1
"12790";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"239,59";1
"12791";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"243,32";7
"12792";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"243,52";2
"12793";2023;7;"FBZ";"SBGL";"SAEZ";"9999";"71,84";1
"12794";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"243,55";2
"12795";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"247,55";1
"12796";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"243,63";2
"12797";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"243,7";3
"12798";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"243,79";2
"12799";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"244,49";1
"12800";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"244,55";1
"12801";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"244,59";1
"12802";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"244,81";1
"12803";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"244,83";2
"12804";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"245,32";1
"12805";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"244,62";2
"12806";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"245,39";1
"12807";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"247,57";3
"12808";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"245,7";2
"12809";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"244,63";2
"12810";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"247,81";1
"12811";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"244,7";1
"12812";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"244,75";3
"12813";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"246,02";1
"12814";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"246,06";1
"12815";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"247,82";1
"12816";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"246,35";2
"12817";2023;7;"FBZ";"SBGL";"SAEZ";"9999";"175,15";3
"12818";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"247,86";1
"12819";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"246,47";1
"12820";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"247,24";2
"12821";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"248,01";1
"12822";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"247,5";2
"12823";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"248,12";2
"12824";2023;7;"FBZ";"SBGR";"SAEZ";"9999";"87,39";3
"12825";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"249,56";2
"12826";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"248,19";1
"12827";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"249,64";2
"12828";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"248,41";4
"12829";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"249,93";2
"12830";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"248,45";2
"12831";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"250,11";1
"12832";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"250,21";2
"12833";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"248,53";2
"12834";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"250,51";7
"12835";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"251,37";2
"12836";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"251,77";2
"12837";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"249,11";1
"12838";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"252,04";1
"12839";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"250,57";1
"12840";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"250,66";2
"12841";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"254,1";4
"12842";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"250,77";2
"12843";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"250,79";1
"12844";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"251,14";1
"12845";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"251,28";1
"12846";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"252,19";2
"12847";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"252,35";2
"12848";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"252,7";1
"12849";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"252,82";2
"12850";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"253,1";1
"12851";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"253,58";1
"12852";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"253,78";1
"12853";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"253,89";1
"12854";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"254,06";2
"12855";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"254,13";1
"12856";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"255,54";2
"12857";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"255,6";1
"12858";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"254,19";1
"12859";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"255,68";2
"12860";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"255,71";1
"12861";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"254,3";1
"12862";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"255,73";1
"12863";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"256,48";1
"12864";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"254,34";2
"12865";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"256,63";2
"12866";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"255,74";4
"12867";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"255,75";1
"12868";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"256,67";4
"12869";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"254,51";5
"12870";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"256,87";1
"12871";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"256,";2
"12872";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"257,03";2
"12873";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"254,57";1
"12874";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"257,11";2
"12875";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"256,21";1
"12876";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"256,3";2
"12877";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"254,59";1
"12878";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"256,36";1
"12879";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"257,36";4
"12880";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"257,37";1
"12881";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"255,08";1
"12882";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"257,39";1
"12883";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"258,12";4
"12884";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"255,45";2
"12885";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"257,43";1
"12886";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"255,48";1
"12887";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"257,89";2
"12888";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"258,05";7
"12889";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"258,52";1
"12890";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"261,5";1
"12891";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"258,66";2
"12892";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"258,72";1
"12893";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"259,";2
"12894";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"259,07";1
"12895";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"259,32";3
"12896";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"259,6";1
"12897";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"259,74";2
"12898";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"259,77";2
"12899";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"260,21";4
"12900";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"260,42";2
"12901";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"260,43";2
"12902";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"260,51";1
"12903";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"260,55";2
"12904";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"260,75";1
"12905";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"260,05";1
"12906";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"261,77";1
"12907";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"260,11";1
"12908";2023;7;"FBZ";"SBGR";"SAEZ";"9999";"120,82";2
"12909";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"260,77";1
"12910";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"260,84";1
"12911";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"260,95";1
"12912";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"261,87";2
"12913";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"261,32";4
"12914";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"262,02";6
"12915";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"261,35";1
"12916";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"262,06";1
"12917";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"261,45";1
"12918";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"263,17";1
"12919";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"262,12";1
"12920";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"263,28";1
"12921";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"262,24";2
"12922";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"263,64";2
"12923";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"262,25";2
"12924";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"263,67";4
"12925";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"264,96";2
"12926";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"262,26";2
"12927";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"265,03";2
"12928";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"263,75";1
"12929";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"263,92";1
"12930";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"262,66";1
"12931";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"264,03";2
"12932";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"264,27";4
"12933";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"264,52";1
"12934";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"265,07";1
"12935";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"265,27";1
"12936";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"265,44";1
"12937";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"265,53";1
"12938";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"264,53";2
"12939";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"262,7";1
"12940";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"264,61";2
"12941";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"264,77";2
"12942";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"265,77";2
"12943";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"265,82";1
"12944";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"266,23";2
"12945";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"266,83";1
"12946";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"266,85";2
"12947";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"267,05";2
"12948";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"263,12";2
"12949";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"267,19";2
"12950";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"267,52";1
"12951";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"271,39";2
"12952";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"267,52";2
"12953";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"267,71";6
"12954";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"267,96";2
"12955";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"268,07";2
"12956";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"268,3";1
"12957";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"268,33";3
"12958";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"268,58";1
"12959";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"268,77";4
"12960";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"268,83";1
"12961";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"268,96";1
"12962";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"269,05";7
"12963";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"268,42";2
"12964";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"271,59";4
"12965";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"268,5";2
"12966";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"269,26";2
"12967";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"269,39";2
"12968";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"271,64";2
"12969";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"269,6";1
"12970";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"268,51";2
"12971";2023;7;"FBZ";"SBGL";"SAEZ";"9999";"92,6";2
"12972";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"270,05";1
"12973";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"271,8";1
"12974";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"270,18";1
"12975";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"271,94";1
"12976";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"270,28";1
"12977";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"271,96";1
"12978";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"270,92";2
"12979";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"272,18";1
"12980";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"273,92";2
"12981";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"272,27";1
"12982";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"273,95";2
"12983";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"272,66";2
"12984";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"274,05";1
"12985";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"272,68";2
"12986";2023;7;"FBZ";"SBGR";"SABE";"SBGR";"274,66";1
"12987";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"274,72";1
"12988";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"277,26";3
"12989";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"277,55";1
"12990";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"272,92";1
"12991";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"277,88";1
"12992";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"274,9";3
"12993";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"273,41";1
"12994";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"275,46";1
"12995";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"275,47";2
"12996";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"275,65";2
"12997";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"276,19";1
"12998";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"277,91";1
"12999";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"277,92";2
"13000";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"278,26";1
"13001";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"278,51";1
"13002";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"279,36";1
"13003";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"278,52";2
"13004";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"278,63";2
"13005";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"278,85";4
"13006";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"278,89";1
"13007";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"279,14";2
"13008";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"276,81";1
"13009";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"277,05";1
"13010";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"281,89";2
"13011";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"279,71";2
"13012";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"282,36";1
"13013";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"279,76";1
"13014";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"282,47";2
"13015";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"282,7";1
"13016";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"284,39";1
"13017";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"279,98";1
"13018";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"284,41";2
"13019";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"282,86";1
"13020";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"280,02";2
"13021";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"282,89";2
"13022";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"283,06";2
"13023";2023;7;"FBZ";"SBGR";"SABE";"SBGR";"284,46";2
"13024";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"284,72";1
"13025";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"280,08";1
"13026";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"285,";5
"13027";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"283,17";2
"13028";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"280,71";1
"13029";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"283,29";2
"13030";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"283,98";1
"13031";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"285,07";1
"13032";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"285,13";1
"13033";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"280,75";3
"13034";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"285,25";1
"13035";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"284,18";1
"13036";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"280,86";2
"13037";2023;7;"FBZ";"SBGL";"SAEZ";"9999";"110,3";4
"13038";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"285,55";2
"13039";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"285,56";2
"13040";2023;7;"FBZ";"SBFL";"SAEZ";"SBFL";"281,23";2
"13041";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"285,62";1
"13042";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"281,29";1
"13043";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"285,71";1
"13044";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"281,33";1
"13045";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"285,92";4
"13046";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"289,89";2
"13047";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"286,25";2
"13048";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"286,34";2
"13049";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"286,36";2
"13050";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"286,37";2
"13051";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"286,81";1
"13052";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"286,88";1
"13053";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"287,17";1
"13054";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"288,24";1
"13055";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"288,48";2
"13056";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"288,57";2
"13057";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"288,71";1
"13058";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"289,";1
"13059";2023;7;"FBZ";"SBGR";"SABE";"SBGR";"289,26";2
"13060";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"287,32";2
"13061";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"289,93";1
"13062";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"287,52";2
"13063";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"287,6";2
"13064";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"289,27";2
"13065";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"289,33";1
"13066";2023;7;"FBZ";"SBGR";"SAEZ";"9999";"166,44";2
"13067";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"289,99";1
"13068";2023;7;"FBZ";"SBGR";"SABE";"SBGR";"289,35";1
"13069";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"289,45";1
"13070";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"290,38";2
"13071";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"289,55";1
"13072";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"295,34";2
"13073";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"290,47";4
"13074";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"290,65";2
"13075";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"291,71";1
"13076";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"290,73";1
"13077";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"292,57";2
"13078";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"290,81";2
"13079";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"292,79";1
"13080";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"291,";2
"13081";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"293,08";1
"13082";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"295,79";2
"13083";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"293,21";1
"13084";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"291,39";2
"13085";2023;7;"FBZ";"SBGR";"SABE";"SBGR";"293,7";1
"13086";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"295,8";1
"13087";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"295,97";1
"13088";2023;7;"FBZ";"SBGL";"SAEZ";"SBGL";"291,67";2
"13089";2023;7;"FBZ";"SBGR";"SAEZ";"SBGR";"296,02";1
