ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2023;9;AAL;SBGL;KJFK;9999;J;NA;1157,00;1
2023;9;AAL;SBGL;KJFK;9999;J;NA;1220,00;3
2023;9;AAL;SBGL;KJFK;9999;J;NA;2270,00;1
2023;9;AAL;SBGL;KJFK;9999;J;NA;2720,00;1
2023;9;AAL;SBGL;KJFK;9999;Y;NA;333,00;2
2023;9;AAL;SBGL;KJFK;9999;Y;NA;372,00;1
2023;9;AAL;SBGL;KJFK;9999;Y;NA;523,00;1
2023;9;AAL;SBGL;KJFK;9999;Y;NA;697,00;1
2023;9;AAL;SBGL;KJFK;9999;Y;NA;1356,00;1
2023;9;AAL;SBGL;KJFK;SBGL;J;J;1856,00;4
2023;9;AAL;SBGL;KJFK;SBGL;J;J;2142,00;1
2023;9;AAL;SBGL;KJFK;SBGL;J;J;2670,00;2
2023;9;AAL;SBGL;KJFK;SBGL;J;J;2925,00;2
2023;9;AAL;SBGL;KJFK;SBGL;J;J;3340,00;9
2023;9;AAL;SBGL;KJFK;SBGL;J;J;3540,00;3
2023;9;AAL;SBGL;KJFK;SBGL;J;J;4040,00;4
2023;9;AAL;SBGL;KJFK;SBGL;J;J;4140,00;3
2023;9;AAL;SBGL;KJFK;SBGL;J;J;4540,00;1
2023;9;AAL;SBGL;KJFK;SBGL;J;J;4840,00;3
2023;9;AAL;SBGL;KJFK;SBGL;J;J;4940,00;2
2023;9;AAL;SBGL;KJFK;SBGL;J;J;5340,00;1
2023;9;AAL;SBGL;KJFK;SBGL;J;J;6290,00;1
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;556,00;1
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;596,00;1
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;736,00;1
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;958,00;1
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;981,00;1
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;1100,00;15
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;1125,00;4
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;1132,00;1
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;1135,00;6
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;1222,00;1
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;1350,00;4
2023;9;AAL;SBGL;KJFK;SBGL;Y;Y;1393,00;2
