ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2021;9;AAL;SBGL;KJFK;9999;J;NA;1654,00;1
2021;9;AAL;SBGL;KJFK;9999;J;NA;2929,00;1
2021;9;AAL;SBGL;KJFK;SBGL;J;J;1660,00;3
2021;9;AAL;SBGL;KJFK;SBGL;J;J;1879,00;2
2021;9;AAL;SBGL;KJFK;SBGL;J;J;1910,00;3
2021;9;AAL;SBGL;KJFK;SBGL;J;J;2660,00;2
2021;9;AAL;SBGL;KJFK;SBGL;J;J;3295,00;2
2021;9;AAL;SBGL;KJFK;SBGL;J;J;3308,00;2
2021;9;AAL;SBGL;KJFK;SBGL;J;J;3754,00;4
2021;9;AAL;SBGL;KJFK;SBGL;Y;Y;442,00;1
2021;9;AAL;SBGL;KJFK;SBGL;Y;Y;577,00;2
2021;9;AAL;SBGL;KJFK;SBGL;Y;Y;703,00;2
2021;9;AAL;SBGL;KMIA;9999;J;NA;437,00;2
2021;9;AAL;SBGL;KMIA;9999;Y;NA;172,00;6
2021;9;AAL;SBGL;KMIA;9999;Y;NA;192,00;3
2021;9;AAL;SBGL;KMIA;9999;Y;NA;237,00;2
2021;9;AAL;SBGL;KMIA;9999;Y;NA;257,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;586,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;666,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;794,00;4
2021;9;AAL;SBGL;KMIA;SBGL;J;J;930,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1029,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1177,00;3
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1673,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1721,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1734,00;3
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1794,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1824,00;4
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1850,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1864,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1912,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;1922,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2017,00;3
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2158,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2255,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2586,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2606,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2660,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2723,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2803,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2843,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;2853,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;3210,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;3408,00;1
2021;9;AAL;SBGL;KMIA;SBGL;J;J;3428,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;5061,00;2
2021;9;AAL;SBGL;KMIA;SBGL;J;J;5108,00;3
2021;9;AAL;SBGL;KMIA;SBGL;Y;J;2141,00;3
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;280,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;282,00;4
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;356,00;3
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;472,00;2
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;474,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;514,00;4
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;524,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;530,00;2
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;549,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;550,00;2
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;620,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;625,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;657,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;686,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;693,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;771,00;4
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;836,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;838,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;844,00;2
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;958,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;1273,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;1384,00;1
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;1705,00;2
2021;9;AAL;SBGL;KMIA;SBGL;Y;Y;2411,00;1
2021;9;AAL;SBGR;KDFW;9999;J;NA;895,00;1
2021;9;AAL;SBGR;KDFW;SBGR;J;J;1286,00;2
2021;9;AAL;SBGR;KDFW;SBGR;J;J;1670,00;1
2021;9;AAL;SBGR;KDFW;SBGR;J;J;1765,00;1
2021;9;AAL;SBGR;KDFW;SBGR;J;J;2276,00;2
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;470,00;1
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;796,00;2
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;806,00;1
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;866,00;1
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;976,00;3
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;1178,00;1
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;1225,00;1
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;1250,00;1
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;1415,00;1
2021;9;AAL;SBGR;KDFW;SBGR;Y;Y;1525,00;1
2021;9;AAL;SBGR;KJFK;9999;F;NA;1285,00;1
2021;9;AAL;SBGR;KJFK;9999;F;NA;2105,00;1
2021;9;AAL;SBGR;KJFK;9999;J;NA;691,00;1
2021;9;AAL;SBGR;KJFK;9999;J;NA;1009,00;1
2021;9;AAL;SBGR;KJFK;9999;J;NA;1035,00;2
2021;9;AAL;SBGR;KJFK;9999;J;NA;1625,00;1
2021;9;AAL;SBGR;KJFK;9999;J;NA;2335,00;1
2021;9;AAL;SBGR;KJFK;9999;Y;NA;281,00;2
2021;9;AAL;SBGR;KJFK;9999;Y;NA;301,00;9
2021;9;AAL;SBGR;KJFK;9999;Y;NA;370,00;1
2021;9;AAL;SBGR;KJFK;9999;Y;NA;395,00;2
2021;9;AAL;SBGR;KJFK;9999;Y;NA;410,00;5
2021;9;AAL;SBGR;KJFK;9999;Y;NA;419,00;2
2021;9;AAL;SBGR;KJFK;9999;Y;NA;715,00;1
2021;9;AAL;SBGR;KJFK;SBGL;J;J;3700,00;2
2021;9;AAL;SBGR;KJFK;SBGR;F;F;3365,00;1
2021;9;AAL;SBGR;KJFK;SBGR;F;F;3712,00;1
2021;9;AAL;SBGR;KJFK;SBGR;F;F;4093,00;1
2021;9;AAL;SBGR;KJFK;SBGR;F;F;4130,00;2
2021;9;AAL;SBGR;KJFK;SBGR;F;F;4155,00;1
2021;9;AAL;SBGR;KJFK;SBGR;F;J;3925,00;7
2021;9;AAL;SBGR;KJFK;SBGR;J;J;390,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;952,00;10
2021;9;AAL;SBGR;KJFK;SBGR;J;J;956,00;4
2021;9;AAL;SBGR;KJFK;SBGR;J;J;990,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1070,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1105,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1200,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1480,00;15
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1500,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1560,00;6
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1700,00;5
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1788,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1896,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1916,00;3
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1955,00;4
2021;9;AAL;SBGR;KJFK;SBGR;J;J;1970,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2028,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2050,00;3
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2293,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2320,00;3
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2365,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2520,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2565,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2580,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2639,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2644,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;2915,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;3036,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;3061,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;3183,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;3866,00;2
2021;9;AAL;SBGR;KJFK;SBGR;J;J;3985,00;5
2021;9;AAL;SBGR;KJFK;SBGR;J;J;4140,00;1
2021;9;AAL;SBGR;KJFK;SBGR;J;J;4545,00;5
2021;9;AAL;SBGR;KJFK;SBGR;Y;J;685,00;1
2021;9;AAL;SBGR;KJFK;SBGR;Y;J;1787,00;2
2021;9;AAL;SBGR;KJFK;SBGR;Y;Y;330,00;7
2021;9;AAL;SBGR;KJFK;SBGR;Y;Y;390,00;1
2021;9;AAL;SBGR;KJFK;SBGR;Y;Y;420,00;4
2021;9;AAL;SBGR;KJFK;SBGR;Y;Y;470,00;2
2021;9;AAL;SBGR;KJFK;SBGR;Y;Y;475,00;1
2021;9;AAL;SBGR;KJFK;SBGR;Y;Y;520,00;2
