ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2021;7;AAL;SBEG;KMIA;SBEG;J;J;920,00;2
2021;7;AAL;SBEG;KMIA;SBEG;Y;Y;390,00;1
2021;7;AAL;SBEG;KMIA;SBEG;Y;Y;435,00;1
2021;7;AAL;SBEG;KMIA;SBEG;Y;Y;585,00;3
2021;7;AAL;SBEG;KMIA;SBEG;Y;Y;630,00;1
2021;7;AAL;SBEG;KMIA;SBEG;Y;Y;690,00;1
2021;7;AAL;SBGL;KJFK;9999;Y;NA;419,00;2
2021;7;AAL;SBGL;KJFK;SBGL;J;J;1660,00;7
2021;7;AAL;SBGL;KJFK;SBGL;J;J;1866,00;2
2021;7;AAL;SBGL;KJFK;SBGL;Y;Y;72,00;5
2021;7;AAL;SBGL;KJFK;SBGL;Y;Y;77,00;9
2021;7;AAL;SBGL;KJFK;SBGL;Y;Y;87,00;2
2021;7;AAL;SBGL;KJFK;SBGL;Y;Y;92,00;2
2021;7;AAL;SBGL;KJFK;SBGL;Y;Y;766,00;1
2021;7;AAL;SBGL;KMIA;9999;J;NA;912,00;3
2021;7;AAL;SBGL;KMIA;9999;J;NA;1659,00;1
2021;7;AAL;SBGL;KMIA;9999;Y;NA;172,00;4
2021;7;AAL;SBGL;KMIA;9999;Y;NA;222,00;2
2021;7;AAL;SBGL;KMIA;9999;Y;NA;237,00;5
2021;7;AAL;SBGL;KMIA;9999;Y;NA;255,00;1
2021;7;AAL;SBGL;KMIA;9999;Y;NA;287,00;1
2021;7;AAL;SBGL;KMIA;9999;Y;NA;362,00;1
2021;7;AAL;SBGL;KMIA;9999;Y;NA;370,00;1
2021;7;AAL;SBGL;KMIA;9999;Y;NA;526,00;1
2021;7;AAL;SBGL;KMIA;9999;Y;NA;607,00;1
2021;7;AAL;SBGL;KMIA;SBGL;J;J;586,00;4
2021;7;AAL;SBGL;KMIA;SBGL;J;J;824,00;2
2021;7;AAL;SBGL;KMIA;SBGL;J;J;882,00;1
2021;7;AAL;SBGL;KMIA;SBGL;J;J;1046,00;1
2021;7;AAL;SBGL;KMIA;SBGL;J;J;1096,00;1
2021;7;AAL;SBGL;KMIA;SBGL;J;J;1365,00;2
2021;7;AAL;SBGL;KMIA;SBGL;J;J;1489,00;2
2021;7;AAL;SBGL;KMIA;SBGL;J;J;1764,00;2
2021;7;AAL;SBGL;KMIA;SBGL;J;J;1824,00;3
2021;7;AAL;SBGL;KMIA;SBGL;J;J;2158,00;2
2021;7;AAL;SBGL;KMIA;SBGL;J;J;2255,00;2
2021;7;AAL;SBGL;KMIA;SBGL;J;J;2546,00;1
